StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,REF,STRUCTURE_1,STRUCTURE_2,STRUCTURE_3,STRUCTURE_4,DIVERSITY_1,NATIVENESS_1,EXPERTID,CONNECTIVITY_ahead _1,CONNECTIVITY_ahead _2,CONNECTIVITY_ahead _3,CONNECTIVITY_ahead _4,CONNECTIVITY_within_1,SPECIES TALLY_1,SPECIES TALLY_4
2024-11-17 16:37:11,2024-11-17 16:38:45,IP Address,107.77.230.130,100,93,TRUE,2024-11-17 16:38:46,R_6Ska9HUyOSl5FKc,,,,,33.9322,-118.2488,anonymous,EN,9a,1,1,2,15,3,0,No,14,14,14,12,5,,
2024-11-17 16:38:56,2024-11-17 16:40:26,IP Address,107.77.230.130,100,89,TRUE,2024-11-17 16:40:26,R_1djckiTLmVRRunO,,,,,33.9322,-118.2488,anonymous,EN,9b,0,0,0,1,1,1,No,,,,30,,,
2024-11-17 16:40:33,2024-11-17 16:42:04,IP Address,107.77.230.130,100,91,TRUE,2024-11-17 16:42:05,R_5YFYveVpSyOXIJK,,,,,33.9322,-118.2488,anonymous,EN,8b,1,1,1,0,4,0,No,,,1,3,,,
2024-11-17 16:43:27,2024-11-17 16:45:23,IP Address,107.77.230.130,100,115,TRUE,2024-11-17 16:45:23,R_6g1hFIgqEk90cE5,,,,,33.9322,-118.2488,anonymous,EN,7b,0,0,0,1,1,0,No,,1,,10,6,,
2024-11-17 16:45:27,2024-11-17 16:47:08,IP Address,107.77.230.130,100,100,TRUE,2024-11-17 16:47:09,R_3EgFyH6RZuK5fFs,,,,,33.9322,-118.2488,anonymous,EN,6b,0,1,1,5,3,1,No,1,1,1,3,3,,
2024-11-17 16:47:13,2024-11-17 16:49:20,IP Address,107.77.230.130,100,126,TRUE,2024-11-17 16:49:20,R_5HhOXkLaDoOXtqc,,,,,33.9322,-118.2488,anonymous,EN,5b,3,4,2,5,4,1,No,1,1,3,3,6,,
2024-11-17 16:49:22,2024-11-17 16:51:10,IP Address,107.77.230.130,100,108,TRUE,2024-11-17 16:51:11,R_7YbkzBzdJgnwmBj,,,,,33.9322,-118.2488,anonymous,EN,4b,5,5,2,4,4,1,No,0,0,3,5,2,,
2024-11-17 16:51:13,2024-11-17 16:52:36,IP Address,107.77.230.130,100,83,TRUE,2024-11-17 16:52:37,R_3IMkxllxgALgtvH,,,,,33.9322,-118.2488,anonymous,EN,3b,0,0,0,2,1,0,No,15,15,15,13,13,,
2024-11-17 16:52:42,2024-11-17 16:54:25,IP Address,107.77.230.130,100,103,TRUE,2024-11-17 16:54:25,R_5rw7Y3s80FfJZHU,,,,,33.9322,-118.2488,anonymous,EN,2b,2,3,2,6,4,1,No,1,1,1,1,4,,
2024-11-17 16:54:27,2024-11-17 17:02:54,IP Address,107.77.230.130,100,507,TRUE,2024-11-17 17:02:55,R_7HFgr7EvpEOyFb1,,,,,33.9322,-118.2488,anonymous,EN,1b,3,3,10,12,6,1,Yes,25,25,25,30,3,27,5
