StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,REF,STRUCTURE_1,STRUCTURE_2,STRUCTURE_3,STRUCTURE_4,DIVERSITY_1,NATIVENESS_1,EXPERTID,CONNECTIVITY_ahead _1,CONNECTIVITY_ahead _2,CONNECTIVITY_ahead _3,CONNECTIVITY_ahead _4,CONNECTIVITY_within_1,SPECIES TALLY_1,SPECIES TALLY_4
2024-10-15 03:44:09,2024-10-15 03:46:15,IP Address,1.127.31.212,100,125,TRUE,2024-10-15 03:46:15,R_4cCQj3XHeeKJipd,,,,,-31.9764,115.861,anonymous,EN,2b,61,0,0,25,5,1,No,0,,,9,5,,
2024-10-15 03:46:47,2024-10-15 03:48:38,IP Address,1.127.31.212,100,111,TRUE,2024-10-15 03:48:39,R_4trFZPDhGGe5RhI,,,,,-31.9764,115.861,anonymous,EN,1b,52,0,0,31,3,1,No,5,,,15,5,,
2024-10-15 03:48:54,2024-10-15 03:52:02,IP Address,1.127.31.212,100,187,TRUE,2024-10-15 03:52:02,R_42ap4ZlpeLHMb02,,,,,-31.9764,115.861,anonymous,EN,1a,55,0,0,25,2,1,No,0,,15,15,0,,
2024-10-15 03:52:21,2024-10-15 03:54:16,IP Address,1.127.31.212,100,115,TRUE,2024-10-15 03:54:17,R_4gTM7M1JCbVzMhJ,,,,,-31.9764,115.861,anonymous,EN,2a,40,0,3,3,3,0,No,5,7,7,7,5,,
2024-10-15 03:54:38,2024-10-15 03:56:34,IP Address,1.127.31.212,100,115,TRUE,2024-10-15 03:56:35,R_4VJVOmU78Sa1fcH,,,,,-31.9764,115.861,anonymous,EN,3a,10,10,5,10,5,0,No,5,5,,5,6,,
2024-10-15 03:56:50,2024-10-15 04:00:34,IP Address,1.127.31.212,100,223,TRUE,2024-10-15 04:00:35,R_4kNaqhaKmCkt9Qt,,,,,-31.9764,115.861,anonymous,EN,4a,70,38,23,39,31,17,No,7,10,10,10,6,,
2024-10-15 04:00:55,2024-10-15 04:03:59,IP Address,1.127.31.212,100,184,TRUE,2024-10-15 04:04:00,R_4IurfhOyYKHRMmR,,,,,-31.9764,115.861,anonymous,EN,5a,41,25,25,15,22,9,No,0,0,0,0,6,,
2024-10-15 04:04:17,2024-10-15 04:06:50,IP Address,1.127.31.212,100,152,TRUE,2024-10-15 04:06:50,R_4dHJe7s9DSlnGEx,,,,,-31.9764,115.861,anonymous,EN,6a,50,10,10,5,9,2,No,15,15,15,6,4,,
2024-10-15 04:06:54,2024-10-15 04:08:37,IP Address,1.127.31.212,100,102,TRUE,2024-10-15 04:08:38,R_4ArbHAQRMXWCcfL,,,,,-31.9764,115.861,anonymous,EN,7a,0,0,0,15,1,1,No,,,,12,10,,
2024-10-15 04:08:57,2024-10-15 04:11:23,IP Address,1.127.31.212,100,145,TRUE,2024-10-15 04:11:23,R_416TiKPqfpaDKKK,,,,,-31.9764,115.861,anonymous,EN,8a,50,34,15,74,8,7,No,0,20,20,10,4,,100
2024-10-15 04:11:46,2024-10-15 04:14:33,IP Address,1.127.31.212,100,166,TRUE,2024-10-15 04:14:33,R_4Ckh1JN55Yl12yB,,,,,-31.9764,115.861,anonymous,EN,9a,35,17,16,10,11,2,No,5,7,7,15,7,,
2024-10-15 04:14:49,2024-10-15 04:26:03,IP Address,1.127.31.212,100,674,TRUE,2024-10-15 04:26:03,R_4ZD1UjD4RWDOEp3,,,,,-31.9764,115.861,anonymous,EN,10a,56,49,33,26,33,20,No,5,5,0,15,4,61,39
